Reviewer,Rating,Review Text
Stephanie G,5,"I was impressed by the adaptation of this film to 3D which reminded me of the Avatar release I saw last year. The cast was diverse, it featured a couple of new songs, and we were thoroughly entertained throughout the movie. A little boy even ran up to the screen to pet the dog because he thought it was in the same theater! My 9-year old was scared at the end during the Ursula fight scene but because it was SO realistic. Overall this movie was spectacular!"
Lorraine,5,Heartwarming love between father and daughter. Love at first sight was sweet. We loved it
Ruth K,3,"Musical lots of singing. Very long but needed to be. Don’t know why they mentioned Erik’s questionable family ties but didn’t expand on it, makes more sense to take that out. Overall very good"
Ariel B4 Ariel was cool,4,"Very cute remake. Close to the original with a few surprises scattered about and some new musical numbers. My kids enjoyed it and sat through the whole movie. The characters were given refreshing and modern updates from what we saw in the 90s while keeping close to the classic movie we all loved. I do wish the main character, Ariel, made more of an effort to communicate despite being unable to speak (as she did in the original cartoon movie). It would have made the story more believable. Still, bravo to Lin Manuel Miranda for bringing this fairytale back to new life. Well done."
Katreena,5,loved this classic film reimagined
Tatyana,5,The movie was beautiful Halles voice literally shook my soul
Michelle R,5,Very cute movie. I really enjoy it. Everyone had amazing vocals and it kept me entertained. I would suggest watching this movie with an open mind and to not compare it to the original. Overall highly recommend to watch. Its a definitely a feel good movie.
Zylan A,5,"Loved the entire movie, cast was awesome!"
Jamie,5,This movie brought my innocence back. It was a beautiful recreation and I am glad that I had the opportunity to see it.
Robert C,5,It really brought the story to life! I liked the new songs. Aqua fina was hilarious!  Thoroughly loved it!
Jordyn F,5,"Halle ate DOWN okay rent was DUE!!! This was my second time seeing it, I absolutely loved it."
Sir George,5,It’s a 10. Would recommend it!
Amina,5,I loved everything about the movie
Antonio,4,"Such a joyful movie, transported me right to my childhood, Halle Bailey is my new Ariel 🥳☺️"
Andrew,3,Amazing movie great adaptation
Stanyale,5,"I absolutely loved the entire movie, but the movie cut off during the screen time and they had to start it over."
LA,5,Loved it!!! Loved every single actor choice. I don’t have any complaints. This was my favorite movie as a child in 1989 and it’s still a good one today!!!
Britney Talbert,5,I mean absolutely breath taking! I'm in complete bliss! Halle just set the bar for african american girls all over the world! NEVER STOP DREAMING!
Patricia Jackson,3,It was hard to see parts of the film in the underwater scenes.  It was a blur even wearing the 3D glasses. My granddaughter enjoyed it though.
Liz,4,I love that they made this a cultural diverse movie❤️
Eddie B,5,Didn't really watch it as a kid like it was my favorite movie but I remember key parts and it seems like it on point. The movie gets 5 stars.
Heather,5,This movie was SO beautifully done! We loved it so much and cant wait to see it again. It had all of the original moments and the added bonuses were perfect!
Cris,5,Loved everything props to Melissa McCarthy for Ursula role and Halle they did this movie justice
griselle m,5,Great movie. Missed a good part when I had to take my niece to the restroom. Will watch again.
Jeanine,5,It was Beautiful and had wonderful messages.Daughter and I saw the movie twice. Halle voice is amazing I had goosebumps.
Leonardo,5,It’s not perfect. But what actually is? Make you believe in love.
Natalyia,3,"it was pretty great, one of the better reimagined disney movies, but some of the scenes were a bit choppy but you can totally ignore it for the chemistry of the characters and their personalities that they bring. pretty great id even see it again"
Katie,4,"I liked the beautiful colors, sea life and the singing and dancing scenes. Over all the adaptation was ok.
I disliked the over use of CGI and that there were not many familiar actors/actresses."
A. Kinder,5,"Beautiful acted and uplifted. Charming until the last scene which was phenomenal,  different than the OG animated scene and brought  me to tears. Instant elevation from four stars to five stars. Excellent film"
KKB1027,4,Well done! The acting and singing were really good and was glad it was live-action. I enjoyed the new Scuttlebutt song a lot.
Danitra,5,I loved it!!!!  Im so glad I didnt listen to negative Nancys and miss out on seeing this wonderful movie with my family!
ryan v,5,Great cast and funny.
Tammy R,5,It was what I hoped for while still adding unique twists on the classic.
Herman L,5,It was very well done and seeing it with real live actors makes it much better that the cartoon version.
Asia,5,It was visually stimulating!
Paul,5,"Absolutely loved this movie. What Disney and Halle Bailey did was magical, simply amazing. So much fun. Music was wonderful."
Ivy,5,"Absolutely fabulous! I had tears in my eyes the whole time. I felt 6years old again, just as in love with the story as I was as a little girl walking around singing all the songs. The movie was wonderfully done and the casting was spectacular! I loved everything about it. The movie was wholesome and relatable now. I felt even more connected watching this version. Go see it with your children its so worth it."
KP,5,Loved the cinematography as well as the singing!  Halle did an amazing job as Ariel!!!
Bee,5,Amazing move!!! I absolutely loved the music. Acting was superb. Definitely worth another watch!
Joanna,5,I was ten years old when the original Little mermaid come out. I remember watching it on the big screen with my mom & siblings. Im thrilled to relive the experience again with my children.
Tenika,5,It was a great way to see ourselves as brown people being represented. This allows our children to see themselves in these characters and know that we all have a place in this world.
April,5,"Very good movie, loved the added songs. Took me back to my childhood."
Carolyn,5,"One of the most exciting well put together cast I ever experienced, Halle Bailey was beyond beautiful as Ariel, such a.amazing acting skill as a mermaid and her voices was extremely beautiful  Will be seeing it for a second time,"
Carol H,5,Absolutely loved it!
Vicki,5,Loved the 3-D feature.
Leanna,5,Absolutely amazing. This young lady not only has an outstanding set of pipes but she is also a great actress. The story followed the same plot as the animated original and any deviations only enhanced it further. I was not disappointed.
Irene Musazi,5,"The movie was just fantastic, very engaging! I thought I was just going to nap while my three daughters watched, but it was so very well done, I watched the whole thing. I'm still singing ""under the sea""...."
cookie,5,I loved it  great movie
Kelly K,5,The special effects were wonderful. The acting was awesome. It was really good. Better than the first
Nekea,5,The whole movie was awesome
Sonja,5,Very good movie  family movie
Delilah,5,Completely loved it ‼️
Rix,0,The movie was boring!
